adl_id,city,state,date,Type,Nature,Perpetrator,Target,Location,cityID
7137,Manassas,VA,2018-12-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,va-manassas
4673,Woodbridge,VA,2017-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,va-woodbridge
6181,Virginia Beach,VA,2018-06-01,Vandalism,Nazi,Not Specified,Not Specified,In School,va-virginia beach
6140,Virginia Beach,VA,2018-06-01,Cyberbullying,General Antisemitism,Student,Not Specified,Social Media,va-virginia beach
12173,Manchester,VT,2019-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,vt-manchester
425,Burlington,VT,2016-02-01,Harassment,Holocaust Denial,Not Specified,Student,Social Media,vt-burlington
10062,Hinesburg,VT,2019-01-01,Vandalism,Nazi,Not Specified,Not Specified,In School,vt-hinesburg
10062,Hinesburg,VT,2019-01-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,vt-hinesburg
6358,Morristown,VT,2018-08-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,vt-morristown
6380,Stowe,VT,2018-08-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,vt-stowe
6599,Stowe,VT,2018-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,vt-stowe
2525,Vancouver,WA,2018-02-09,Literature Dump,General Antisemitism,Outsider,Not Specified,School Grounds,wa-vancouver
2525,Vancouver,WA,2018-02-09,Literature Dump,Oppression Connection,Outsider,Not Specified,School Grounds,wa-vancouver
10064,Fall City,WA,2019-01-01,Vandalism,Nazi,Not Specified,Not Specified,In School,wa-fall city
9810,Redmond,WA,2019-05-01,Vandalism,Nazi,Not Specified,Student,In School,wa-redmond
6518,Seattle,WA,2018-10-01,Harassment,General Antisemitism,Student,Not Specified,Publication,wa-seattle
6518,Seattle,WA,2018-10-01,Harassment,Money,Student,Not Specified,Publication,wa-seattle
6611,Seattle,WA,2018-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,wa-seattle
10322,Seattle,WA,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,wa-seattle
10322,Seattle,WA,2019-05-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,wa-seattle
6737,Snohomish,WA,2018-11-01,Cyberbullying,General Antisemitism,Not Specified,Student,In School,wa-snohomish
6737,Snohomish,WA,2018-11-01,Cyberbullying,Oppression Connection,Not Specified,Student,In School,wa-snohomish
1832,Olympia,WA,2016-06-01,Harassment,Holocaust Denial,Not Specified,Student,Social Media,wa-olympia
7133,Prairie Du Chien,WI,2018-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,wi-prairie du chien
9815,Prairie Du Chien,WI,2019-05-01,Cyberbullying,Nazi,Student,Not Specified,Social Media,wi-prairie du chien
6995,Madison,WI,2018-12-01,Literature Dump,General Antisemitism,Not Specified,Not Specified,School Grounds,wi-madison
9936,Madison,WI,2019-08-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,wi-madison
9936,Madison,WI,2019-08-01,Vandalism,Nazi,Not Specified,Not Specified,In School,wi-madison
6994,Middleton,WI,2018-12-01,Harassment,General Antisemitism,Student,Student,Not Specified,wi-middleton
2387,Sumner,WI,2016-11-01,Harassment,General Antisemitism,Student,Student,Not Specified,wi-sumner
12082,Bayside,WI,2019-11-01,Harassment,General Antisemitism,Student,Not Specified,In School,wi-bayside
980,Glendale,WI,2016-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,wi-glendale
1589,Milwaukee,WI,2016-08-01,Harassment,General Antisemitism,Student,Student,Not Specified,wi-milwaukee
1596,Milwaukee,WI,2016-11-01,Vandalism,Nazi,Not Specified,Student,In School,wi-milwaukee
1592,Milwaukee,WI,2016-11-01,Harassment,Nazi,Student,Student,In School,wi-milwaukee
1591,Milwaukee,WI,2016-11-01,Harassment,Nazi,Student,Not Specified,In School,wi-milwaukee
6421,Milwaukee,WI,2018-09-01,Harassment,General Antisemitism,Not Specified,School,Social Media,wi-milwaukee
6727,Milwaukee,WI,2018-11-01,Harassment,General Antisemitism,Not Specified,Not Specified,School Grounds,wi-milwaukee
12050,Milwaukee,WI,2019-11-01,Harassment,General Antisemitism,Student,Student,In School,wi-milwaukee
10916,Milton,WI,2019-09-01,Performance,Nazi,Student,Not Specified,In School,wi-milton
6762,Baraboo,WI,2018-05-01,Performance,Nazi,Student,Not Specified,Publication,wi-baraboo
5241,Baraboo,WI,2018-12-18,Literature Dump,General Antisemitism,Not Specified,Not Specified,In School,wi-baraboo
9682,Waukesha,WI,2019-03-01,Harassment,General Antisemitism,Student,Student,Not Specified,wi-waukesha
9740,Waukesha,WI,2019-04-01,Harassment,Nazi,Student,Student,Not Specified,wi-waukesha
